,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
82,6 likes,10 images,"Moots Routt RSL size 54, custom paint, fully loaded","15,600",Well used,Meetup,3 days ago,Road Bikes,Posted,Has minor flaws or defects.,"This Routt RSL in a 54 frame has all the goodies:
‘Stanley’ anodised paint finish (inspired by the hotel in the movie The Shining, which is down the road from Moots’ HQ in Colorado).
Titanium stem with anodised logo. 
Titanium seatpost with extra anodised logo.
Comes with a spare Moots titanium seatpost with a setback (also with Moots logo).
Titanium seat clincher with extremely intuitive fore and aft adjustment. 
ENVE carbon bars 40cm.
Moots+Silca custom titanium computer mount with light / Go-pro mount underneath.
Titanium cages (you will NEVER lose your bottles with these!)
ENVE SES AR 3.4 rims (currently wearing Conti GP5000 32mm rubber) with Chris King hubs.
Electronic SRAM Force AXS WIDE 2x (43/30) 12sp (10-36). Note the WIDE - this Moots model requires it by design. 
Ceramic speed bottom bracket. 
The 3D printed saddle is 130mm; I can swap it for a Specialized Power 143mm if needed.
Bike built up last October by Bikes n Bites in Singapore, a fantastic Moots dealer (and shout out to Jerome).
A few scuffs from standard (road-only) use - fortunately any scuffs add character on a Ti frame. 
This bike from Moots with this paint scheme and extras would be SGD18k+, not to mention several months’ wait. 
Weight with cages, computer and light mounts (no pedals) and Conti GP5k 32mm tyres: 8.4kg. 
Pics from when new; pic 10 current (to show minor and hard to see scuff). 
This is the most comfortable bike I’ve owned - the titanium frame soaks up road chatter in a different way to carbon. On 35mm gravel tyres it’s pillowy, and on slick road tyres it smooths out crashy road imperfections. 

Reason for sale: thinning the herd for storage space. ",N,NA,NA,Y,Latitude,tele123,Joined 5 years ago,Mostly Responsive,Verified,1,0,1,4.7,15,https://www.carousell.sg/p/moots-routt-rsl-size-54-custom-paint-fully-loaded-1242948822/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=bzxMEarcJgExmMEC&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=143
83,45 likes,5 images,Scott Foil Di2,"2,100",Well used,Meetup,3 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Scott Foil Ultegra Di2 
Carbon frame and upgraded easton Carbon handlebar. Light yet sturdy enough to hold speed.

Upgraded Dura ace brakes for superb braking power 
Size 49

Bike has just been serviced for the next owner as shown in the photos. 

No crashes etc, bike has been well looked after. 

Do understand that the bike has been used, please do not expect it to be in perfect condition. 

Only alloy wheels included

All viewings to be done at 3 dairy farm heights.",N,NA,NA,Y,Dairy Farm Road,samuel802,Joined 8 years ago,Very Responsive,Verified,1,0,1,4.9,56,https://www.carousell.sg/p/scott-foil-di2-1239576539/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=1fTf2bDJgvaqPuzY&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1536
84,4 likes,6 images,Decathlon Btwin kids bike 3-5 years,50,Lightly used,Meetup,2 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",3 year reasonably used in good condition . Includes support wheels ,N,NA,NA,Y,Waterplace,karthik26884,Joined 8 years ago,NA,Verified,1,0,1,4.8,3,https://www.carousell.sg/p/decathlon-btwin-kids-bike-3-5-years-1243097373/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=XqeXk3TZVZ-EbjJg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=31
85,7 likes,3 images,Giro Foray,40,Heavily used,Meetup,3 months ago,Road Bikes,Posted,Has obvious signs of use or defects.,Size S (51-55cm),N,NA,NA,Y,Novena MRT Station (NS20),lasavannah,Joined 7 years ago,Not Responsive,Verified,1,0,1,4.8,48,https://www.carousell.sg/p/giro-foray-1226901641/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=abGZHdoP3ZocCohv&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2038
86,92 likes,7 images,Colnago C59 Road Bike,"2,600",Well used,Meetup,5 days ago,Road Bikes,Bumped,Has minor flaws or defects.,"Size 52S Colnago C59
Campagnolo Record 11 Groupset
Ambrosio Carbon tubular wheelset 38mm front/58mm rear
Ritchey Carbon handlebar
Ritchey Carbon stem
San Marco saddle (not the one shown in the photos)

Please note that lights, pedals and computer aren’t included in the sale

The bike rides like a dream. Comfortable yet the bike accelerates like how you want it to when you put down the watts.

The Colnago C59 was fully made in Italy unlike most modern frames from popular brands (not saying that that’s not a good thing). It’s the fact that knowing your frame was made in Italy just makes it more special everytime you look at it

Feel free to reach out to come by and take a look at the bike to see whether you’re comfortable with the condition. And also to test ride it.",N,NA,NA,Y,Jalan Angin Laut Playground,whitearrows,Joined 6 years ago,Very Responsive,Verified,1,1,1,5.0,465,https://www.carousell.sg/p/colnago-c59-road-bike-1170892872/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=RhKUZucfkwyXqkCD&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=305
87,2 likes,6 images,Cinelli experience,900,Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Cinelli experience
Size 48
Never ridden much, just need servicing
Shimano 105 mechanical groupset
Alloy wheels
Helping a friend to sell",N,NA,NA,Y,Sheng Siong Supermarket,juicey03,Joined 7 years ago,Very Responsive,Verified,1,1,1,5.0,48,https://www.carousell.sg/p/cinelli-experience-1238595680/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=WoT4oq-uoYvK157g&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1885
88,2 likes,1 image,Ridley,"4,600",Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,"8170+hyper, height165-175cm",N,NA,NA,Y,Yew Tee,zql284070103235,Joined 9 months ago,Very Responsive,Verified,1,0,1,NA,NA,https://www.carousell.sg/p/ridley-1241347030/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=HNLe_MwLzqW_xjVu&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=914
89,15 likes,7 images,Upgraded Giant TCR Advanced Disc 2 ( Pro Compact) with WA wheelset - Carbon Roadbike Size ML,"3,250",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Giant TCR 2 purchased from Tay Junction in 2022.

Size: ML (My height is 180cm)

Well taken care of. Clean and wipe down after every ride. 

1. Shimano 105 shifter, front and rear derailleur.
2. Shimano 105 cassette

Upgraded parts:
1. Prime primavera aero carbon handlebar
2. Ultegra crankset
3. Dura-ace front and rear rotor
4. BB infinite bottom bracket
5. Wheels Angel custom wheelset with velotechnic hub (original wheelset will be given together)
6. New Continental GP5000 tyres

* Garmin mount, bike computer, front light, Garmin rear light/sensor, cadence sensor, saddle pouch, ceramic speed jockey wheel (original stock jockey wheel will be provided) and speedplay pedal not included.

* Ceramic speed jockey wheel can be included at a norminal price to serious buyer.

No low ballers.",N,NA,NA,Y,Rivercove Residences EC,deezeer,Joined 7 years ago,Very Responsive,Verified,1,1,1,5.0,9,https://www.carousell.sg/p/upgraded-giant-tcr-advanced-disc-2-pro-compact-with-wa-wheelset-carbon-roadbike-size-ml-1240674163/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=dazR8Hu6VIQbhePp&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1164
90,8 likes,7 images,Twitter 740 Carbon Road Bike,900,Lightly used,Meetup,2 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Size 48
Full Shimano Ultegra 6800 groupset 11x22 speeds
(can nego)",N,NA,NA,Y,Blk 26 Ghim Moh Link,cheanyean,Joined 1 year ago,Very Responsive,Verified,1,0,1,NA,NA,https://www.carousell.sg/p/twitter-740-carbon-road-bike-1243038866/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UtvBMiLOA9UC6cr6&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=63
91,5 likes,1 image,Giant advanced 0,950,Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Giant advanced 0, full carbon frame, Tiagra groupset, fulcrum wheelset.",N,NA,NA,Y,Bishan - Ang Mo Kio Park,rjcool,Joined 3 years ago,Very Responsive,Verified,1,0,1,4.8,22,https://www.carousell.sg/p/giant-advanced-0-1240652732/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gOmDMKud1kd6YnVe&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1181
92,21 likes,10 images,Garcia Zeru 7.3kg Ultegra R8000 Road Bike,"1,600",Lightly used,Meetup,3 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","❗️FAST DEAL ❗️ please read below

Garcia frame and Egress wheels are local brands from RNE Bike Shop. Great bike, very light and aero.
retail would have been about $4k+

Size 50 if I'm not wrong (I'm 170 for reference)
Weighs about 7.3kg

Full Shimano Ultegra R8000

✔️R8000 shifters
✔️R8000 front and rear derailleur
✔️R8000 cranks 50-34
✔️R8000 rim brakes
✔️R8000 clipless pedals
✔️3T aeronova carbon drop bar
✔️ENVE carbon stem

✔️Egress Racing 50mm rims, Sapim Spokes
✔️Pirelli P Zero 25mm tyres
✔️JBC saddle

✅️ try outs are okay

❗all accessories are not included unless requested

▪️serviced when i first got it and regularly cleaned it. I haven't used it in a while however so still in gd condition
▪️will clean b4 selling
▪️bike is all ready to ride
▪️self collect thanks",N,NA,NA,Y,Bedok,mywkbuggy,Joined 3 years ago,Very Responsive,Verified,1,0,1,4.9,79,https://www.carousell.sg/p/garcia-zeru-7-3kg-ultegra-r8000-road-bike-1242813154/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=usBQjKnNoP0k5LsI&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=209
93,115 likes,5 images,High end Storck Scenario size 56 (L) Aero Bike 8kg with pedal,"1,500 2,000",Like new,Meetup,Yesterday,Road Bikes,Bumped,Used once or twice. As good as new.,"German technology 8kg with Fulcrum racing nite wheels aluminium 1.75m -1.85m

Can trade with bromptons

Selling without pedal and seat

Full ultegra 
Well kept, stiff but comfortable 
Fixed Price

The Scenero of two years ago was a sublime ride, but if something can be more sublime – sublimer perhaps – then this is it. The Scenero’s balance of stiffness in the right places means that any increase in cadence is instantly rewarded with hyper-speed acceleration momentum. Every watt of your power seems to be directly delivered to the rear wheel, pushing you forward, fast.

Power is, of course, nothing without control, and the G2 handles with a dizzying blend of sharpness and precision – a minimum twitch of your body and the lightest touch on the bar results in a point-and-shoot response that makes you feel like a hero even if you’re just turning into your drive. 

Credit here to the awesome Stiletto fork – it’s laterally stiff but it kills vibration and chatter from the road. The Scenero holds its line with absolute dedication and changes direction so fast from small inputs we reckon it’s the kind of bike a fighter pilot would nonchalantly lean up against his Typhoon.",N,NA,NA,Y,39A Jalan Pemimpin,mud11,Joined 3 years ago,Mostly Responsive,Verified,1,0,1,5.0,8,https://www.carousell.sg/p/high-end-storck-scenario-size-56-l-aero-bike-8kg-with-pedal-1121700547/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UtvBMiLOA9UC6cr6&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=57
94,18 likes,4 images,Alllez Sprint Disc Brake Size 54,"1,900",Well used,Mailing,4 days ago,Road Bikes,Bumped,Has minor flaws or defects.,"2021 Allez Sprint 

Disc Brake edition
With clipless pedals
",Y,Same day delivery Free,Within 1 working day,N,NA,exu45dh5bb,Joined 2 years ago,Very Responsive,Verified,1,0,1,5.0,17,https://www.carousell.sg/p/alllez-sprint-disc-brake-size-54-1241053877/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=aeWCRZcn663Mub3G&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=227
95,5 likes,2 images,"Liv Avail Advanced SL Roadbike - Giant, XS size","2,799",Lightly used,Meetup,6 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","- Full Carbon & Super Light (SLR) build
- Di-2 Ultegra
- Fully upgraded components
- Newly changed GP5000 tyres
- XS size
- What you see is what you get. No dekitting
- I am  1.6m can ride no problem",N,NA,NA,Y,Woodland St 82,retiredgamer,Joined 9 years ago,Very Responsive,Verified,1,1,1,5.0,699,https://www.carousell.sg/p/liv-avail-advanced-sl-roadbike-giant-xs-size-1242312725/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Lw4R2vI-g1EbCfpx&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=432
96,11 likes,10 images,Pinarello F12 Myway,"18,500",Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,"Looking to sell
RFS: used twice and changing bike.

Pinarello F12 MYWAY Blue/Pink colourway - Rim brakes (Size 51.5)
Dura ace Di2 
SRM Powermeter
Dura ace chainring
Lightweight meilenstein 24 clincher
Ceramic speed OSPW 
ceramic speed bottom bracket
Goodyear Eagle F1 Tyres
EE Brakes calipers
Most Integrated handlebar
(420 handlebar - 120mm stem)",N,NA,NA,Y,Crescent Road,s3niy,Joined 8 years ago,NA,Verified,1,0,1,5.0,3,https://www.carousell.sg/p/pinarello-f12-myway-1241346251/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=HNLe_MwLzqW_xjVu&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=916
97,8 likes,3 images,Bicycle Toddlers Need Family Preferred,0,Like new,Meetup,5 days ago,Road Bikes,Posted,Used once or twice. As good as new.,pick up only. want to give preference to needy families,N,NA,NA,Y,Harbour View Towers,leji.john,Joined 8 years ago,Not Responsive,Verified,1,1,1,4.6,160,https://www.carousell.sg/p/bicycle-toddlers-need-family-preferred-1242530054/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=RhKUZucfkwyXqkCD&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=332
98,Like,1 image,HITO X6 with delivery bag,350,Well used,Meetup,3 days ago,Road Bikes,Posted,Has minor flaws or defects.,WhatsApp +6580446184,N,NA,NA,Y,North Bridge Road Blk 468,youngboy123,Joined 8 years ago,Not Responsive,Verified,1,0,1,4.7,23,https://www.carousell.sg/p/hito-x6-with-delivery-bag-1242984484/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UtvBMiLOA9UC6cr6&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=107
99,52 likes,10 images,"Java Feroce 2, J-F2, Aero Full Carbon Road bike","1,200",Lightly used,Meetup,2 months ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Java Feroce 2, Carbon aero road bike, Shimano 105 R7000

Perfect for those upgrading to their 1st carbon road bike! For those who are starting to get more serious in road cycling, newest Shimano 105 (R7000), Fast and aero, shifts very smoothly.

Specs:
FD: Shimano 105 R7000
RD: Shimano 105 R7000
Shifters: Shimano 105 R7000
Brand new 25mm tyres and inner tubes
Integrated cable routing
Brakes: Tektro Rim Brakes (Rare for Java feroce, making it lighter than others & more reliable than Java Disc brakes)
Weight: 8+ kg
Size 48: 160-175cm (I am 175)

Well used but well taken care of, bike is washed after every ride, ready to ride! 

Carbon wheels in photo not included, will come with original wheels with very loud hubs (as seen in 4th pic)

Price is very negotiable, open to lowballing! Will help you adjust the seat height if required :) Will also deliver it to you depending on the location. Feel free to drop by to try it out !",N,NA,NA,Y,Admiralty MRT Station (NS10),jcjw15,Joined 4 years ago,Very Responsive,Verified,1,1,1,5.0,6,https://www.carousell.sg/p/java-feroce-2-j-f2-aero-full-carbon-road-bike-1231442580/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=aeWCRZcn663Mub3G&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=267
100,19 likes,6 images,Road bike for sale,130,Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Serviced a few times.
My height is 6ft (183cm).

",N,NA,NA,Y,UTown Residence,sillybillymilly,Joined 7 years ago,Mostly Responsive,Verified,1,1,1,5.0,51,https://www.carousell.sg/p/road-bike-for-sale-1240750067/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=dazR8Hu6VIQbhePp&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1134
101,5 likes,10 images,Customized REACH Bike,"4,500",Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Well used and well taken care. Wipe down after each ride. Just sent in for major service routine maintenance, that is stripping everything to clean and re-tune to perfection. Also, changed the Chain, Brake pads, Brake housing and wire, shifter housing and wire, inner tubes and tires, due to wear and tear.

Has aesthetic minor flaws because of light scratches but is not prominent enough to be noticeable. Importantly, it is not going to affect the performance of this built.
Due to space constraint at home, must let go this beauty ride before next to come.

Willing to look at trade-off to one of those carbon bike with comparable specs to this customized REACH bike. Meet to view and negotiate on the trade-off. 

PM me for more details if need. Although willing to negotiate down, low baller are not welcome.

Specification
Bike Frame: Pacific Cycles Reach Frameset 2.0 (S$2069)
Rear Derailleur: Shimano GRX RD-RX812 (S$185)
Flat Bar Shifter: Shimano 11-Speed SL-RS700 (S$110)
Cassette: 11-25T Shimano Ultegra R8000 (S$128)
Chain: KMC x11 SL (S$95) – New Changed
Brakes: SRAM Avid BB7 Mechanical  
Wheelset: Deuter Carbon 451 (S$1600)
Tires: Schwalbe ONE 28-451 – Newly Changed
Seat: Proloqo Dimension TiroX Saddle (S$365)
Crank: FSA Grossamer 
Pedal: MKS Promenade EZY Quick Release (S$95)
Brake/Shifter Housing : Jagwire – Newly Changed
Total Build: > S$ 4900 

Reason for Selling
Looking to upgrade to Gravel or Road bike, as cycling group kakis are upgrading theirs too.
",N,NA,NA,Y,Esso Sengkang West WayOr somewhere convenient for both of us.,jwong_06,Joined 2 years ago,NA,Verified,1,0,1,5.0,4,https://www.carousell.sg/p/customized-reach-bike-1240296562/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=e8UBo6k3iv7O7SH-&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1327
102,2 likes,10 images,Upgraded Decathlon Btwin Ultra AF CF UCI Certified,620,Lightly used,Meetup,3 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","UCI Approved Endurance Frame, Size L
Full Carbon Fork with Aluminium Frame
Shimano Sora R3000 Groupset
Upgraded crankset to Shimano R7000 105
Mavic Aksium Wheelset Thru Axle
Shimano Mechanical Disc Brake
Continental GrandPrix Tyre
Decathlon Bottle Holder
Btwin Rockrider AM 900 Pedal
Trek Bontrager Aeolus Elite Saddle
*Giveaway Clip type pedal, Look KEO Classic

Chain and cassette clean regularly
Done full servicing few months ago
Smooth pedaling and gear shifting
Every parts very new, no repair needed
Cycle around and PCN on weekend only
Come view and test ride until satisfied",N,NA,NA,Y,Yishun MRT Station (NS13)Boon Keng MRT Station (NE9),jayson8628,Joined 7 years ago,Very Responsive,Verified,1,1,1,5.0,84,https://www.carousell.sg/p/wtt-wts-decathlon-btwin-ultra-500-af-cf-1242933282/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=bzxMEarcJgExmMEC&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=152
103,5 likes,4 images,De Rosa R848 - size 57cm,"2,000 2,500",Well used,Meetup,1 month ago,Road Bikes,Bumped,Has minor flaws or defects.,"Selling used Road Bike. Please refer to photo for specs.
Price can nego ",N,NA,NA,Y,Lakeside MRT Station (EW26),jacobbb.,Joined 7 years ago,Very Responsive,Verified,1,1,1,3.7,3,https://www.carousell.sg/p/de-rosa-r848-size-57cm-1231101726/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Lw4R2vI-g1EbCfpx&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=419
104,8 likes,7 images,99.9% New Wilier Zero SLR,"3,200",Like new,Meetup,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Cureent RSP @ $7048

Helping a friend sell his 1month old Wilier 0 SLR frameset. Bought from local distributor Bikemart, warranty registered, will assist with claims if need (provided is manufacturing defect la and not crash).

Size S frameset with carbon seat-post and fork
Matt bronze red
Wilier integrated cockpit 90/400mm (add $800)

*NO WHEELSET, NO SADDLE, NO GROUPSET!",N,NA,NA,Y,Sengkang,Bikesexual,Joined 8 years ago,Very Responsive,Verified,1,1,1,4.9,536,https://www.carousell.sg/p/99-9-new-wilier-zero-slr-1240655367/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gOmDMKud1kd6YnVe&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1178
105,32 likes,8 images,Merida Reacto 5000 Aero Road Bike Carbon,"3,000",Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Not open to de-kitting. 

Full carbon frame with spare fork;
Fairly new Shimano Ultegra R8000 shifters & derailleur.

Deda parts less than 1 year old:
Superleggero stem 80mm (plus orig 100mm Merida stem);
SuperZero Carbon DCR Handlebar (polish on black) 40cm w/ new Deda Handlebar tape & cap-ends);

Fully serviced at Hup Leong. Last overhaul - early 2022. “Bike Spa”. Bicycle fork oil change etc. (Receipt avail). Other parts changed (I can’t recall) but bike’s in very good condition. Seldom ridden. 8kg +

XS frame. I am 163cm. 

Selling due to surgery and long-term rehab. 

Garmin selling separately.

Yes nego.

Welcome to have a look and inspect. Meet-up at Rail Mall or Hillview area first please. ",N,NA,NA,Y,Mandai Estate Innovation Place Prestigio 1,idque,Joined 6 years ago,Mostly Responsive,Verified,1,1,1,4.9,68,https://www.carousell.sg/p/merida-reacto-5000-aero-road-bike-carbon-1239403590/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=ZXPc8PT0ZZNbgzZp&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1599
106,1 like,1 image,"Foldable Mountain bike Folding Bike Foldies 26"" 21 Speed MTB 26 inch Begasso SHIMANO GEAR 29 bag delivery kid seat adult lady food baby 26"" 16"" 20"" children Put WHATSAPP 89501850",259.44,Brand new,Mailing,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"BRAND NEW IN BOX!! LIMITED STOCKS!!!! 
Self assembly, Toolkit provided

FREE DELIVERY 1-5 Days
SAME DAY DELIVERY +$30

For fast reply, please whatsapp 8950 1850 for purchase.

✅ Shopee, Search for """"singaporesales"""" 
✅ Official Website:   www.dashlab.sg
We accept Caroupay | ShopeePay | Paylah! | Paynow | ShopPay | GooglePay | ApplePay | CreditCard  
✅ For Paylah/Paynow to 8950 1850 (Wen) 




🚲 Specs:
- Begasso BGS480 Soldier  (Budget-friendly version)
- Foldable & Mountain Bike (Convenient & comfortable)
- Able to bring up to MRT & Bus
- Size options     : 26 inch
- Rim type            : 3 Blades / Metal Spokes
- Brake type         : Disc brakes     (Not cheap Calipers)
- Speeds              : 21 speeds        (For all situations)
- Suspension       : Dual mode      
- Net Weight        : 13kg -16kg      
- Size recomm.   : 26in for 150-190cm

Please whatsapp for inquiry 😊
🤙
🤙wa.me/6589501850
🤙wa.me/6589501850
🤙 

You can also visit 
➡️ www.dashlab.sg for purchase or more products.

We also sell bicycle accessories package: phone holder, lock, bottle holder, led light, bell, pump, frame bag.

FOR FOOD DELIVERY:
Can also add Rear Rack / Metal Rack Behind

CAN ALSO ADD
Front child seat & Back child seat

GO TO WEBSITE FOR MORE ACCESSORIES PHOTOS:
dashlab.sg/collections/accessories-child-seat",Y,Standard delivery Free,3 - 4 working days,N,NA,bettercycle,Joined 2 years ago,Not Responsive,Verified,1,0,1,NA,NA,https://www.carousell.sg/p/foldable-mountain-bike-folding-bike-foldies-26-21-speed-mtb-26-inch-begasso-shimano-gear-29-bag-delivery-kid-seat-adult-lady-food-baby-26-16-20-children-put-whatsapp-89501850-1241462685/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=XFqURe1R8ncLbkNK&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=950
107,8 likes,1 image,Giant 20” road bike,800,Lightly used,Meetup,4 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",Giant 20” road bike. Suits 9 to 12/13 year olds. Depending on height. No low ballers please ,N,NA,NA,Y,Caltex,ayeohg,Joined 8 years ago,Mostly Responsive,Verified,1,1,1,5.0,38,https://www.carousell.sg/p/giant-20”-road-bike-1238075591/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=abGZHdoP3ZocCohv&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2050
